0.00.251.880 I llama_model_loader: - kv  28:                qwen35.nextn_predict_layers u32              = 1
0.00.605.102 I load_tensors:        CUDA0 model buffer size =     0.00 MiB
0.00.605.106 I load_tensors:    CUDA_Host model buffer size =     0.00 MiB
0.00.610.381 I llama_context:  CUDA_Host  output buffer size =     0.95 MiB
0.00.610.886 I llama_kv_cache:      CUDA0 KV buffer size =     0.00 MiB
0.00.613.013 I llama_memory_recurrent:      CUDA0 RS buffer size =   598.50 MiB
0.00.630.907 I sched_reserve:      CUDA0 compute buffer size =   184.27 MiB
0.00.630.910 I sched_reserve:  CUDA_Host compute buffer size =    26.27 MiB
0.00.631.546 I common_memory_breakdown_print: | memory breakdown [MiB]  | total    free     self   model   context   compute    unaccounted |
0.00.631.549 I common_memory_breakdown_print: |   - CUDA0 (RTX 5060 Ti) | 15849 = 15099 + (14931 = 13061 +    1686 +     184) +      -14181 |
0.00.631.551 I common_memory_breakdown_print: |   - Host                |                    547 =   520 +       0 +      26                |
0.00.724.514 I llama_model_loader: - kv  28:                qwen35.nextn_predict_layers u32              = 1
0.01.068.339 I load_tensors:        CUDA0 model buffer size =     0.00 MiB
0.01.068.341 I load_tensors:    CUDA_Host model buffer size =     0.00 MiB
0.01.072.221 I llama_context:  CUDA_Host  output buffer size =     0.95 MiB
0.01.072.483 I llama_kv_cache:      CUDA0 KV buffer size =     0.00 MiB
0.01.083.246 I sched_reserve:      CUDA0 compute buffer size =   184.27 MiB
0.01.083.249 I sched_reserve:  CUDA_Host compute buffer size =    26.27 MiB
0.01.083.449 I common_memory_breakdown_print: | memory breakdown [MiB]  | total    free     self   model   context   compute    unaccounted |
0.01.083.451 I common_memory_breakdown_print: |   - CUDA0 (RTX 5060 Ti) | 15849 = 15699 + (13313 = 13061 +      68 +     184) +      -13163 |
0.01.083.453 I common_memory_breakdown_print: |   - Host                |                    547 =   520 +       0 +      26                |
0.01.131.110 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 99, abort
0.01.168.825 I llama_model_loader: - kv  28:                qwen35.nextn_predict_layers u32              = 1
0.02.045.248 I load_tensors:   CPU_Mapped model buffer size =   521.00 MiB
0.02.045.249 I load_tensors:        CUDA0 model buffer size = 13061.10 MiB
0.04.219.139 I llama_context:  CUDA_Host  output buffer size =     0.95 MiB
0.04.219.662 I llama_kv_cache:      CUDA0 KV buffer size =  1088.00 MiB
0.04.224.144 I llama_memory_recurrent:      CUDA0 RS buffer size =   598.50 MiB
0.04.265.136 I sched_reserve:      CUDA0 compute buffer size =   184.27 MiB
0.04.265.141 I sched_reserve:  CUDA_Host compute buffer size =    26.27 MiB
0.04.349.761 I llama_context:  CUDA_Host  output buffer size =     0.95 MiB
0.04.350.984 I llama_kv_cache:      CUDA0 KV buffer size =    68.00 MiB
0.04.378.598 I sched_reserve:      CUDA0 compute buffer size =   184.27 MiB
0.04.378.602 I sched_reserve:  CUDA_Host compute buffer size =    26.27 MiB
0.04.447.152 I spec common_specu: adding speculative implementation 'draft-mtp'
0.04.447.158 I spec common_specu: - n_max=3, n_min=0, p_min=0.00, n_embd=5120, backend_sampling=1
0.04.447.161 I spec common_specu: - gpu_layers=0, cache_k=q8_0, cache_v=q8_0, ctx_tgt=yes, ctx_dft=yes, devices=[default]
0.04.475.586 I sched_reserve:      CUDA0 compute buffer size =   184.27 MiB
0.04.475.590 I sched_reserve:  CUDA_Host compute buffer size =    26.27 MiB
0.04.491.469 I srv  llama_server: model loaded
3.03.110.217 D spec common_specu: called impl draft-mtp, hist size = 39, call_count = 1, gen = 3
7.43.398.534 D spec common_specu: called impl draft-mtp, hist size = 20010, call_count = 700, gen = 3
7.43.466.185 D spec common_specu: called impl draft-mtp, hist size = 20014, call_count = 701, gen = 3
7.43.532.925 D spec common_specu: called impl draft-mtp, hist size = 20018, call_count = 702, gen = 3
7.43.599.316 D spec common_specu: called impl draft-mtp, hist size = 20022, call_count = 703, gen = 3
7.43.665.547 D spec common_specu: called impl draft-mtp, hist size = 20026, call_count = 704, gen = 3
7.43.732.778 D spec common_specu: called impl draft-mtp, hist size = 20030, call_count = 705, gen = 3
7.43.799.220 D spec common_specu: called impl draft-mtp, hist size = 20034, call_count = 706, gen = 3
7.43.866.992 D spec common_specu: called impl draft-mtp, hist size = 20038, call_count = 707, gen = 3
7.43.934.714 D spec common_specu: called impl draft-mtp, hist size = 20042, call_count = 708, gen = 3
7.44.000.873 D spec common_specu: called impl draft-mtp, hist size = 20046, call_count = 709, gen = 3
7.44.066.774 D spec common_specu: called impl draft-mtp, hist size = 20050, call_count = 710, gen = 3
7.44.132.905 D spec common_specu: called impl draft-mtp, hist size = 20054, call_count = 711, gen = 3
7.44.198.920 D spec common_specu: called impl draft-mtp, hist size = 20058, call_count = 712, gen = 3
7.44.265.150 D spec common_specu: called impl draft-mtp, hist size = 20062, call_count = 713, gen = 3
7.44.331.849 D spec common_specu: called impl draft-mtp, hist size = 20066, call_count = 714, gen = 3
7.44.398.489 D spec common_specu: called impl draft-mtp, hist size = 20070, call_count = 715, gen = 3
7.44.467.010 D spec common_specu: called impl draft-mtp, hist size = 20074, call_count = 716, gen = 3
7.44.535.385 D spec common_specu: called impl draft-mtp, hist size = 20078, call_count = 717, gen = 3
7.44.602.136 D spec common_specu: called impl draft-mtp, hist size = 20082, call_count = 718, gen = 3
7.44.668.435 D spec common_specu: called impl draft-mtp, hist size = 20086, call_count = 719, gen = 3
7.44.734.431 D spec common_specu: called impl draft-mtp, hist size = 20090, call_count = 720, gen = 3
7.44.801.060 D spec common_specu: called impl draft-mtp, hist size = 20094, call_count = 721, gen = 3
7.44.867.702 D spec common_specu: called impl draft-mtp, hist size = 20098, call_count = 722, gen = 3
7.44.934.980 D spec common_specu: called impl draft-mtp, hist size = 20102, call_count = 723, gen = 3
7.45.000.942 D spec common_specu: called impl draft-mtp, hist size = 20106, call_count = 724, gen = 3
7.45.066.705 D spec common_specu: called impl draft-mtp, hist size = 20110, call_count = 725, gen = 3
7.45.132.873 D spec common_specu: called impl draft-mtp, hist size = 20114, call_count = 726, gen = 3
7.45.199.175 D spec common_specu: called impl draft-mtp, hist size = 20118, call_count = 727, gen = 3
7.45.265.648 D spec common_specu: called impl draft-mtp, hist size = 20122, call_count = 728, gen = 3
7.45.331.512 D spec common_specu: called impl draft-mtp, hist size = 20126, call_count = 729, gen = 3
7.45.397.580 D spec common_specu: called impl draft-mtp, hist size = 20130, call_count = 730, gen = 3
7.45.465.216 D spec common_specu: called impl draft-mtp, hist size = 20134, call_count = 731, gen = 3
7.45.531.549 D spec common_specu: called impl draft-mtp, hist size = 20138, call_count = 732, gen = 3
7.45.597.393 D spec common_specu: called impl draft-mtp, hist size = 20142, call_count = 733, gen = 3
7.45.663.425 D spec common_specu: called impl draft-mtp, hist size = 20146, call_count = 734, gen = 3
7.45.718.728 I slot print_timing: id  0 | task 49 | n_gen =   2652, tg =  58.42 t/s, tg_3s =  59.89 t/s
7.45.729.783 D spec common_specu: called impl draft-mtp, hist size = 20150, call_count = 735, gen = 3
7.45.795.681 D spec common_specu: called impl draft-mtp, hist size = 20154, call_count = 736, gen = 3
7.45.861.715 D spec common_specu: called impl draft-mtp, hist size = 20158, call_count = 737, gen = 3
7.45.927.843 D spec common_specu: called impl draft-mtp, hist size = 20162, call_count = 738, gen = 3
7.45.993.824 D spec common_specu: called impl draft-mtp, hist size = 20166, call_count = 739, gen = 3
7.46.059.530 D spec common_specu: called impl draft-mtp, hist size = 20170, call_count = 740, gen = 3
7.46.125.331 D spec common_specu: called impl draft-mtp, hist size = 20174, call_count = 741, gen = 3
7.46.191.281 D spec common_specu: called impl draft-mtp, hist size = 20178, call_count = 742, gen = 3
7.46.257.724 D spec common_specu: called impl draft-mtp, hist size = 20182, call_count = 743, gen = 3
7.46.323.570 D spec common_specu: called impl draft-mtp, hist size = 20186, call_count = 744, gen = 3
7.46.389.641 D spec common_specu: called impl draft-mtp, hist size = 20190, call_count = 745, gen = 3
7.46.455.450 D spec common_specu: called impl draft-mtp, hist size = 20194, call_count = 746, gen = 3
7.46.521.170 D spec common_specu: called impl draft-mtp, hist size = 20198, call_count = 747, gen = 3
7.46.587.179 D spec common_specu: called impl draft-mtp, hist size = 20202, call_count = 748, gen = 3
7.46.654.245 D spec common_specu: called impl draft-mtp, hist size = 20206, call_count = 749, gen = 3
7.46.719.795 D spec common_specu: called impl draft-mtp, hist size = 20210, call_count = 750, gen = 3
7.46.786.271 D spec common_specu: called impl draft-mtp, hist size = 20214, call_count = 751, gen = 3
7.46.852.302 D spec common_specu: called impl draft-mtp, hist size = 20218, call_count = 752, gen = 3
7.46.918.312 D spec common_specu: called impl draft-mtp, hist size = 20222, call_count = 753, gen = 3
7.46.986.307 D spec common_specu: called impl draft-mtp, hist size = 20226, call_count = 754, gen = 3
7.47.056.982 D spec common_specu: called impl draft-mtp, hist size = 20230, call_count = 755, gen = 3
7.47.122.695 D spec common_specu: called impl draft-mtp, hist size = 20234, call_count = 756, gen = 3
7.47.188.574 D spec common_specu: called impl draft-mtp, hist size = 20238, call_count = 757, gen = 3
7.47.254.505 D spec common_specu: called impl draft-mtp, hist size = 20242, call_count = 758, gen = 3
7.47.320.312 D spec common_specu: called impl draft-mtp, hist size = 20246, call_count = 759, gen = 3
7.47.386.328 D spec common_specu: called impl draft-mtp, hist size = 20250, call_count = 760, gen = 3
7.47.452.161 D spec common_specu: called impl draft-mtp, hist size = 20254, call_count = 761, gen = 3
7.47.517.800 D spec common_specu: called impl draft-mtp, hist size = 20258, call_count = 762, gen = 3
7.47.583.676 D spec common_specu: called impl draft-mtp, hist size = 20262, call_count = 763, gen = 3
7.47.649.434 D spec common_specu: called impl draft-mtp, hist size = 20266, call_count = 764, gen = 3
7.47.715.240 D spec common_specu: called impl draft-mtp, hist size = 20270, call_count = 765, gen = 3
7.47.781.816 D spec common_specu: called impl draft-mtp, hist size = 20274, call_count = 766, gen = 3
7.47.847.370 D spec common_specu: called impl draft-mtp, hist size = 20278, call_count = 767, gen = 3
7.47.913.390 D spec common_specu: called impl draft-mtp, hist size = 20282, call_count = 768, gen = 3
7.47.980.244 D spec common_specu: called impl draft-mtp, hist size = 20286, call_count = 769, gen = 3
7.48.045.838 D spec common_specu: called impl draft-mtp, hist size = 20290, call_count = 770, gen = 3
7.48.111.829 D spec common_specu: called impl draft-mtp, hist size = 20294, call_count = 771, gen = 3
7.48.178.652 D spec common_specu: called impl draft-mtp, hist size = 20298, call_count = 772, gen = 3
7.48.244.628 D spec common_specu: called impl draft-mtp, hist size = 20302, call_count = 773, gen = 3
7.48.310.450 D spec common_specu: called impl draft-mtp, hist size = 20306, call_count = 774, gen = 3
7.48.377.721 D spec common_specu: called impl draft-mtp, hist size = 20310, call_count = 775, gen = 3
7.48.443.688 D spec common_specu: called impl draft-mtp, hist size = 20314, call_count = 776, gen = 3
7.48.509.354 D spec common_specu: called impl draft-mtp, hist size = 20318, call_count = 777, gen = 3
7.48.576.906 D spec common_specu: called impl draft-mtp, hist size = 20322, call_count = 778, gen = 3
7.48.643.244 D spec common_specu: called impl draft-mtp, hist size = 20326, call_count = 779, gen = 3
7.48.709.049 D spec common_specu: called impl draft-mtp, hist size = 20330, call_count = 780, gen = 3
7.48.765.297 I slot print_timing: id  0 | task 49 | n_gen =   2836, tg =  58.55 t/s, tg_3s =  60.40 t/s
7.48.777.180 D spec common_specu: called impl draft-mtp, hist size = 20334, call_count = 781, gen = 3
7.48.843.750 D spec common_specu: called impl draft-mtp, hist size = 20338, call_count = 782, gen = 3
7.48.910.854 D spec common_specu: called impl draft-mtp, hist size = 20342, call_count = 783, gen = 3
7.48.977.158 D spec common_specu: called impl draft-mtp, hist size = 20346, call_count = 784, gen = 3
7.49.043.353 D spec common_specu: called impl draft-mtp, hist size = 20350, call_count = 785, gen = 3
7.49.110.409 D spec common_specu: called impl draft-mtp, hist size = 20354, call_count = 786, gen = 3
7.49.177.486 D spec common_specu: called impl draft-mtp, hist size = 20358, call_count = 787, gen = 3
7.49.243.178 D spec common_specu: called impl draft-mtp, hist size = 20362, call_count = 788, gen = 3
7.49.310.497 D spec common_specu: called impl draft-mtp, hist size = 20366, call_count = 789, gen = 3
7.49.377.984 D spec common_specu: called impl draft-mtp, hist size = 20370, call_count = 790, gen = 3
7.49.444.024 D spec common_specu: called impl draft-mtp, hist size = 20374, call_count = 791, gen = 3
7.49.512.627 D spec common_specu: called impl draft-mtp, hist size = 20378, call_count = 792, gen = 3
7.49.578.702 D spec common_specu: called impl draft-mtp, hist size = 20382, call_count = 793, gen = 3
7.49.645.167 D spec common_specu: called impl draft-mtp, hist size = 20386, call_count = 794, gen = 3
7.49.712.370 D spec common_specu: called impl draft-mtp, hist size = 20390, call_count = 795, gen = 3
7.49.779.596 D spec common_specu: called impl draft-mtp, hist size = 20394, call_count = 796, gen = 3
7.49.846.096 D spec common_specu: called impl draft-mtp, hist size = 20398, call_count = 797, gen = 3
7.49.913.539 D spec common_specu: called impl draft-mtp, hist size = 20402, call_count = 798, gen = 3
7.49.979.490 D spec common_specu: called impl draft-mtp, hist size = 20406, call_count = 799, gen = 3
7.50.045.588 D spec common_specu: called impl draft-mtp, hist size = 20410, call_count = 800, gen = 3
7.50.112.424 D spec common_specu: called impl draft-mtp, hist size = 20414, call_count = 801, gen = 3
7.50.178.388 D spec common_specu: called impl draft-mtp, hist size = 20418, call_count = 802, gen = 3
7.50.244.494 D spec common_specu: called impl draft-mtp, hist size = 20422, call_count = 803, gen = 3
7.50.311.947 D spec common_specu: called impl draft-mtp, hist size = 20426, call_count = 804, gen = 3
7.50.380.770 D spec common_specu: called impl draft-mtp, hist size = 20430, call_count = 805, gen = 3
7.50.446.832 D spec common_specu: called impl draft-mtp, hist size = 20434, call_count = 806, gen = 3
7.50.512.953 D spec common_specu: called impl draft-mtp, hist size = 20438, call_count = 807, gen = 3
7.50.580.388 D spec common_specu: called impl draft-mtp, hist size = 20442, call_count = 808, gen = 3
7.50.646.260 D spec common_specu: called impl draft-mtp, hist size = 20446, call_count = 809, gen = 3
7.50.712.396 D spec common_specu: called impl draft-mtp, hist size = 20450, call_count = 810, gen = 3
7.50.779.590 D spec common_specu: called impl draft-mtp, hist size = 20454, call_count = 811, gen = 3
7.50.845.655 D spec common_specu: called impl draft-mtp, hist size = 20458, call_count = 812, gen = 3
7.50.911.932 D spec common_specu: called impl draft-mtp, hist size = 20462, call_count = 813, gen = 3
7.50.979.456 D spec common_specu: called impl draft-mtp, hist size = 20466, call_count = 814, gen = 3
7.51.045.597 D spec common_specu: called impl draft-mtp, hist size = 20470, call_count = 815, gen = 3
7.51.111.691 D spec common_specu: called impl draft-mtp, hist size = 20474, call_count = 816, gen = 3
7.51.178.824 D spec common_specu: called impl draft-mtp, hist size = 20478, call_count = 817, gen = 3
7.51.247.347 D spec common_specu: called impl draft-mtp, hist size = 20482, call_count = 818, gen = 3
7.51.319.442 D spec common_specu: called impl draft-mtp, hist size = 20486, call_count = 819, gen = 3
7.51.385.772 D spec common_specu: called impl draft-mtp, hist size = 20490, call_count = 820, gen = 3
7.51.452.581 D spec common_specu: called impl draft-mtp, hist size = 20494, call_count = 821, gen = 3
7.51.518.493 D spec common_specu: called impl draft-mtp, hist size = 20498, call_count = 822, gen = 3
7.51.584.517 D spec common_specu: called impl draft-mtp, hist size = 20502, call_count = 823, gen = 3
7.51.651.270 D spec common_specu: called impl draft-mtp, hist size = 20506, call_count = 824, gen = 3
7.51.717.604 D spec common_specu: called impl draft-mtp, hist size = 20510, call_count = 825, gen = 3
7.51.772.574 I slot print_timing: id  0 | task 49 | n_gen =   3016, tg =  58.63 t/s, tg_3s =  59.85 t/s
7.51.783.589 D spec common_specu: called impl draft-mtp, hist size = 20514, call_count = 826, gen = 3
7.51.849.883 D spec common_specu: called impl draft-mtp, hist size = 20518, call_count = 827, gen = 3
7.51.916.164 D spec common_specu: called impl draft-mtp, hist size = 20522, call_count = 828, gen = 3
7.51.982.691 D spec common_specu: called impl draft-mtp, hist size = 20526, call_count = 829, gen = 3
7.52.049.357 D spec common_specu: called impl draft-mtp, hist size = 20530, call_count = 830, gen = 3
7.52.115.737 D spec common_specu: called impl draft-mtp, hist size = 20534, call_count = 831, gen = 3
7.52.182.124 D spec common_specu: called impl draft-mtp, hist size = 20538, call_count = 832, gen = 3
7.52.248.434 D spec common_specu: called impl draft-mtp, hist size = 20542, call_count = 833, gen = 3
7.52.314.527 D spec common_specu: called impl draft-mtp, hist size = 20546, call_count = 834, gen = 3
7.52.381.090 D spec common_specu: called impl draft-mtp, hist size = 20550, call_count = 835, gen = 3
7.52.447.186 D spec common_specu: called impl draft-mtp, hist size = 20554, call_count = 836, gen = 3
7.52.513.471 D spec common_specu: called impl draft-mtp, hist size = 20558, call_count = 837, gen = 3
7.52.579.557 D spec common_specu: called impl draft-mtp, hist size = 20562, call_count = 838, gen = 3
7.52.646.112 D spec common_specu: called impl draft-mtp, hist size = 20566, call_count = 839, gen = 3
7.52.712.321 D spec common_specu: called impl draft-mtp, hist size = 20570, call_count = 840, gen = 3
7.52.779.707 D spec common_specu: called impl draft-mtp, hist size = 20574, call_count = 841, gen = 3
7.52.846.759 D spec common_specu: called impl draft-mtp, hist size = 20578, call_count = 842, gen = 3
7.52.913.478 D spec common_specu: called impl draft-mtp, hist size = 20582, call_count = 843, gen = 3
7.52.981.852 D spec common_specu: called impl draft-mtp, hist size = 20586, call_count = 844, gen = 3
7.53.048.109 D spec common_specu: called impl draft-mtp, hist size = 20590, call_count = 845, gen = 3
7.53.114.310 D spec common_specu: called impl draft-mtp, hist size = 20594, call_count = 846, gen = 3
7.53.181.145 D spec common_specu: called impl draft-mtp, hist size = 20598, call_count = 847, gen = 3
7.53.247.810 D spec common_specu: called impl draft-mtp, hist size = 20602, call_count = 848, gen = 3
7.53.314.056 D spec common_specu: called impl draft-mtp, hist size = 20606, call_count = 849, gen = 3
7.53.380.294 D spec common_specu: called impl draft-mtp, hist size = 20610, call_count = 850, gen = 3
7.53.446.675 D spec common_specu: called impl draft-mtp, hist size = 20614, call_count = 851, gen = 3
7.53.513.281 D spec common_specu: called impl draft-mtp, hist size = 20618, call_count = 852, gen = 3
7.53.579.713 D spec common_specu: called impl draft-mtp, hist size = 20622, call_count = 853, gen = 3
7.53.646.101 D spec common_specu: called impl draft-mtp, hist size = 20626, call_count = 854, gen = 3
7.53.712.403 D spec common_specu: called impl draft-mtp, hist size = 20630, call_count = 855, gen = 3
7.53.778.976 D spec common_specu: called impl draft-mtp, hist size = 20634, call_count = 856, gen = 3
7.53.848.703 D spec common_specu: called impl draft-mtp, hist size = 20638, call_count = 857, gen = 3
7.53.915.556 D spec common_specu: called impl draft-mtp, hist size = 20642, call_count = 858, gen = 3
7.53.983.733 D spec common_specu: called impl draft-mtp, hist size = 20646, call_count = 859, gen = 3
7.54.051.645 D spec common_specu: called impl draft-mtp, hist size = 20650, call_count = 860, gen = 3
7.54.120.370 D spec common_specu: called impl draft-mtp, hist size = 20654, call_count = 861, gen = 3
7.54.187.288 D spec common_specu: called impl draft-mtp, hist size = 20658, call_count = 862, gen = 3
7.54.255.125 D spec common_specu: called impl draft-mtp, hist size = 20662, call_count = 863, gen = 3
7.54.321.698 D spec common_specu: called impl draft-mtp, hist size = 20666, call_count = 864, gen = 3
7.54.389.202 D spec common_specu: called impl draft-mtp, hist size = 20670, call_count = 865, gen = 3
7.54.456.361 D spec common_specu: called impl draft-mtp, hist size = 20674, call_count = 866, gen = 3
7.54.523.671 D spec common_specu: called impl draft-mtp, hist size = 20678, call_count = 867, gen = 3
7.54.591.957 D spec common_specu: called impl draft-mtp, hist size = 20682, call_count = 868, gen = 3
7.54.660.273 D spec common_specu: called impl draft-mtp, hist size = 20686, call_count = 869, gen = 3
7.54.727.070 D spec common_specu: called impl draft-mtp, hist size = 20690, call_count = 870, gen = 3
7.54.782.292 I slot print_timing: id  0 | task 49 | n_gen =   3196, tg =  58.69 t/s, tg_3s =  59.81 t/s
7.54.793.258 D spec common_specu: called impl draft-mtp, hist size = 20694, call_count = 871, gen = 3
7.54.859.973 D spec common_specu: called impl draft-mtp, hist size = 20698, call_count = 872, gen = 3
7.54.926.896 D spec common_specu: called impl draft-mtp, hist size = 20702, call_count = 873, gen = 3
7.54.993.431 D spec common_specu: called impl draft-mtp, hist size = 20706, call_count = 874, gen = 3
7.55.059.690 D spec common_specu: called impl draft-mtp, hist size = 20710, call_count = 875, gen = 3
7.55.126.271 D spec common_specu: called impl draft-mtp, hist size = 20714, call_count = 876, gen = 3
7.55.192.892 D spec common_specu: called impl draft-mtp, hist size = 20718, call_count = 877, gen = 3
7.55.259.111 D spec common_specu: called impl draft-mtp, hist size = 20722, call_count = 878, gen = 3
7.55.327.460 D spec common_specu: called impl draft-mtp, hist size = 20726, call_count = 879, gen = 3
7.55.393.652 D spec common_specu: called impl draft-mtp, hist size = 20730, call_count = 880, gen = 3
7.55.459.922 D spec common_specu: called impl draft-mtp, hist size = 20734, call_count = 881, gen = 3
7.55.528.678 D spec common_specu: called impl draft-mtp, hist size = 20738, call_count = 882, gen = 3
7.55.602.256 D spec common_specu: called impl draft-mtp, hist size = 20742, call_count = 883, gen = 3
7.55.668.360 D spec common_specu: called impl draft-mtp, hist size = 20746, call_count = 884, gen = 3
7.55.736.353 D spec common_specu: called impl draft-mtp, hist size = 20750, call_count = 885, gen = 3
7.55.802.528 D spec common_specu: called impl draft-mtp, hist size = 20754, call_count = 886, gen = 3
7.55.868.925 D spec common_specu: called impl draft-mtp, hist size = 20758, call_count = 887, gen = 3
7.55.935.708 D spec common_specu: called impl draft-mtp, hist size = 20762, call_count = 888, gen = 3
7.56.002.152 D spec common_specu: called impl draft-mtp, hist size = 20766, call_count = 889, gen = 3
7.56.069.478 D spec common_specu: called impl draft-mtp, hist size = 20770, call_count = 890, gen = 3
7.56.136.611 D spec common_specu: called impl draft-mtp, hist size = 20774, call_count = 891, gen = 3
7.56.202.740 D spec common_specu: called impl draft-mtp, hist size = 20777, call_count = 892, gen = 3
7.56.268.929 D spec common_specu: called impl draft-mtp, hist size = 20781, call_count = 893, gen = 3
7.56.336.724 D spec common_specu: called impl draft-mtp, hist size = 20785, call_count = 894, gen = 3
7.56.403.013 D spec common_specu: called impl draft-mtp, hist size = 20789, call_count = 895, gen = 3
7.56.469.400 D spec common_specu: called impl draft-mtp, hist size = 20793, call_count = 896, gen = 3
7.56.536.020 D spec common_specu: called impl draft-mtp, hist size = 20797, call_count = 897, gen = 3
7.56.602.848 D spec common_specu: called impl draft-mtp, hist size = 20801, call_count = 898, gen = 3
7.56.668.747 D spec common_specu: called impl draft-mtp, hist size = 20805, call_count = 899, gen = 3
7.56.735.406 D spec common_specu: called impl draft-mtp, hist size = 20809, call_count = 900, gen = 3
7.56.803.351 D spec common_specu: called impl draft-mtp, hist size = 20813, call_count = 901, gen = 3
7.56.870.737 D spec common_specu: called impl draft-mtp, hist size = 20817, call_count = 902, gen = 3
7.56.938.460 D spec common_specu: called impl draft-mtp, hist size = 20821, call_count = 903, gen = 3
7.57.005.249 D spec common_specu: called impl draft-mtp, hist size = 20825, call_count = 904, gen = 3
7.57.071.753 D spec common_specu: called impl draft-mtp, hist size = 20829, call_count = 905, gen = 3
7.57.139.042 D spec common_specu: called impl draft-mtp, hist size = 20833, call_count = 906, gen = 3
7.57.205.472 D spec common_specu: called impl draft-mtp, hist size = 20837, call_count = 907, gen = 3
7.57.272.340 D spec common_specu: called impl draft-mtp, hist size = 20841, call_count = 908, gen = 3
7.57.339.522 D spec common_specu: called impl draft-mtp, hist size = 20845, call_count = 909, gen = 3
7.57.406.079 D spec common_specu: called impl draft-mtp, hist size = 20849, call_count = 910, gen = 3
7.57.473.195 D spec common_specu: called impl draft-mtp, hist size = 20853, call_count = 911, gen = 3
7.57.539.728 D spec common_specu: called impl draft-mtp, hist size = 20857, call_count = 912, gen = 3
7.57.606.386 D spec common_specu: called impl draft-mtp, hist size = 20861, call_count = 913, gen = 3
7.57.673.419 D spec common_specu: called impl draft-mtp, hist size = 20865, call_count = 914, gen = 3
7.57.740.739 D spec common_specu: called impl draft-mtp, hist size = 20869, call_count = 915, gen = 3
7.57.796.158 I slot print_timing: id  0 | task 49 | n_gen =   3375, tg =  58.73 t/s, tg_3s =  59.39 t/s
7.57.807.200 D spec common_specu: called impl draft-mtp, hist size = 20873, call_count = 916, gen = 3
7.57.875.612 D spec common_specu: called impl draft-mtp, hist size = 20877, call_count = 917, gen = 3
7.57.943.178 D spec common_specu: called impl draft-mtp, hist size = 20881, call_count = 918, gen = 3
7.58.010.299 D spec common_specu: called impl draft-mtp, hist size = 20885, call_count = 919, gen = 3
7.58.077.252 D spec common_specu: called impl draft-mtp, hist size = 20889, call_count = 920, gen = 3
7.58.144.057 D spec common_specu: called impl draft-mtp, hist size = 20893, call_count = 921, gen = 3
7.58.210.266 D spec common_specu: called impl draft-mtp, hist size = 20897, call_count = 922, gen = 3
7.58.276.736 D spec common_specu: called impl draft-mtp, hist size = 20901, call_count = 923, gen = 3
7.58.343.552 D spec common_specu: called impl draft-mtp, hist size = 20905, call_count = 924, gen = 3
7.58.409.884 D spec common_specu: called impl draft-mtp, hist size = 20909, call_count = 925, gen = 3
7.58.477.752 D spec common_specu: called impl draft-mtp, hist size = 20913, call_count = 926, gen = 3
7.58.544.015 D spec common_specu: called impl draft-mtp, hist size = 20917, call_count = 927, gen = 3
7.58.610.311 D spec common_specu: called impl draft-mtp, hist size = 20921, call_count = 928, gen = 3
7.58.676.748 D spec common_specu: called impl draft-mtp, hist size = 20925, call_count = 929, gen = 3
7.58.743.347 D spec common_specu: called impl draft-mtp, hist size = 20929, call_count = 930, gen = 3
7.58.810.654 D spec common_specu: called impl draft-mtp, hist size = 20933, call_count = 931, gen = 3
7.58.877.379 D spec common_specu: called impl draft-mtp, hist size = 20937, call_count = 932, gen = 3
7.58.944.669 D spec common_specu: called impl draft-mtp, hist size = 20941, call_count = 933, gen = 3
7.59.011.810 D spec common_specu: called impl draft-mtp, hist size = 20945, call_count = 934, gen = 3
7.59.079.006 D spec common_specu: called impl draft-mtp, hist size = 20949, call_count = 935, gen = 3
7.59.146.254 D spec common_specu: called impl draft-mtp, hist size = 20953, call_count = 936, gen = 3
7.59.212.618 D spec common_specu: called impl draft-mtp, hist size = 20957, call_count = 937, gen = 3
7.59.279.956 D spec common_specu: called impl draft-mtp, hist size = 20961, call_count = 938, gen = 3
7.59.347.129 D spec common_specu: called impl draft-mtp, hist size = 20965, call_count = 939, gen = 3
7.59.413.777 D spec common_specu: called impl draft-mtp, hist size = 20969, call_count = 940, gen = 3
7.59.480.065 D spec common_specu: called impl draft-mtp, hist size = 20973, call_count = 941, gen = 3
7.59.547.336 D spec common_specu: called impl draft-mtp, hist size = 20977, call_count = 942, gen = 3
7.59.614.169 D spec common_specu: called impl draft-mtp, hist size = 20981, call_count = 943, gen = 3
7.59.680.470 D spec common_specu: called impl draft-mtp, hist size = 20985, call_count = 944, gen = 3
7.59.747.449 D spec common_specu: called impl draft-mtp, hist size = 20989, call_count = 945, gen = 3
7.59.818.592 D spec common_specu: called impl draft-mtp, hist size = 20993, call_count = 946, gen = 3
7.59.893.005 D spec common_specu: called impl draft-mtp, hist size = 20997, call_count = 947, gen = 3
7.59.959.697 D spec common_specu: called impl draft-mtp, hist size = 21001, call_count = 948, gen = 3
8.00.026.118 D spec common_specu: called impl draft-mtp, hist size = 21005, call_count = 949, gen = 3
8.00.093.986 D spec common_specu: called impl draft-mtp, hist size = 21009, call_count = 950, gen = 3
8.00.160.382 D spec common_specu: called impl draft-mtp, hist size = 21013, call_count = 951, gen = 3
8.00.226.768 D spec common_specu: called impl draft-mtp, hist size = 21017, call_count = 952, gen = 3
